Predictor variable,Categorical,Sample average
bioclim_13,false,171.87229938271605
bioclim_14,false,36.41743827160494
bioclim_15,false,48.57484567901235
bioclim_18,false,303.55015432098764
bioclim_19,false,212.5655864197531
bioclim_5,false,303.43402777777777
bioclim_6,false,45.18055555555556
