Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.85919E-4,32.256604865,0.408774263,0.104669569,0.192982456,0.034883721
2.87895E-4,32.51478076,0.410439423,0.103779185,0.192982456,0.034883721
2.89786E-4,32.774482203,0.412024421,0.102888801,0.192982456,0.034883721
2.92036E-4,33.00743991,0.413899453,0.102097349,0.192982456,0.034883721
2.93823E-4,33.271217707,0.415380508,0.101206965,0.192982456,0.034883721
2.95731E-4,33.507252311,0.41695308,0.100415512,0.192982456,0.034883721
2.98672E-4,33.774487738,0.419360977,0.099525129,0.192982456,0.034883721
3.02158E-4,34.015021793,0.422188885,0.098733676,0.192982456,0.034883721
3.03418E-4,34.257301737,0.423204559,0.097942224,0.192982456,0.034883721
3.05719E-4,34.501024224,0.425049685,0.097150772,0.201754386,0.034883721
3.08095E-4,34.777520719,0.426942182,0.096260388,0.201754386,0.034883721
3.11185E-4,35.025533268,0.429385713,0.095468935,0.201754386,0.034883721
3.12149E-4,35.275005787,0.430143638,0.094677483,0.210526316,0.034883721
3.1458E-4,35.525879026,0.432046749,0.093886031,0.210526316,0.034883721
3.17767E-4,35.779092139,0.434521852,0.093094579,0.210526316,0.034883721
3.19088E-4,36.001955169,0.435541514,0.092402058,0.210526316,0.034883721
3.22768E-4,36.258963195,0.43836255,0.091610605,0.210526316,0.034883721
3.25488E-4,36.518568456,0.440429456,0.090819153,0.219298246,0.034883721
3.29659E-4,36.781266788,0.443569879,0.090027701,0.219298246,0.034883721
3.31199E-4,37.012735518,0.444720375,0.08933518,0.219298246,0.034883721
3.34266E-4,37.279447931,0.446998025,0.088543728,0.219298246,0.034883721
3.3669E-4,37.514180508,0.448785005,0.087851207,0.219298246,0.034883721
3.40259E-4,37.751023168,0.451394412,0.087158686,0.219298246,0.034883721
3.42034E-4,38.024091837,0.452683604,0.086367234,0.219298246,0.034883721
3.44179E-4,38.264211378,0.454233009,0.085674713,0.236842105,0.034883721
3.46065E-4,38.505515639,0.45558775,0.084982192,0.236842105,0.034883721
3.48084E-4,38.783335412,0.457030781,0.08419074,0.236842105,0.034883721
3.49672E-4,39.027581945,0.458160459,0.083498219,0.236842105,0.034883721
3.5172E-4,39.273349188,0.459611056,0.082805698,0.236842105,0.034883721
3.53974E-4,39.520644344,0.461197834,0.082113178,0.236842105,0.034883721
3.55149E-4,39.768947195,0.462021191,0.081420657,0.236842105,0.034883721
3.56152E-4,40.017927193,0.462722367,0.080728136,0.236842105,0.034883721
3.5795E-4,40.268113155,0.46397452,0.080035615,0.236842105,0.034883721
3.61723E-4,40.520300356,0.466583433,0.079343095,0.236842105,0.034883721
3.6689E-4,40.77578385,0.47011522,0.078650574,0.236842105,0.040697674
3.69958E-4,41.033459849,0.472189738,0.077958053,0.236842105,0.040697674
3.71302E-4,41.255989859,0.473093581,0.077364464,0.236842105,0.043604651
3.73722E-4,41.51689824,0.474713658,0.076671943,0.236842105,0.043604651
3.76639E-4,41.779928877,0.476652541,0.075979422,0.236842105,0.043604651
3.78091E-4,42.006502595,0.477612527,0.075385833,0.236842105,0.043604651
3.8019E-4,42.272195211,0.478994096,0.074693312,0.236842105,0.043604651
3.83231E-4,42.501315353,0.480982387,0.074099723,0.236842105,0.043604651
3.87306E-4,42.771249085,0.483623306,0.073407202,0.236842105,0.043604651
3.89957E-4,43.004349162,0.48532738,0.072813613,0.236842105,0.043604651
3.92392E-4,43.278347231,0.486882283,0.072121092,0.254385965,0.043604651
3.93698E-4,43.514149004,0.487712205,0.071527503,0.254385965,0.043604651
3.95035E-4,43.750815543,0.488559472,0.070933914,0.263157895,0.043604651
3.96219E-4,44.027795668,0.489307436,0.070241393,0.263157895,0.043604651
3.97703E-4,44.266061341,0.490241181,0.069647804,0.271929825,0.043604651
3.99574E-4,44.505274541,0.491414386,0.069054214,0.271929825,0.043604651
4.02863E-4,44.786187212,0.493463167,0.068361694,0.271929825,0.043604651
4.04614E-4,45.028428125,0.49454716,0.067768104,0.271929825,0.043604651
4.06445E-4,45.271946917,0.49567617,0.067174515,0.271929825,0.043604651
4.08986E-4,45.516684114,0.497234292,0.066580926,0.271929825,0.043604651
4.10977E-4,45.762635339,0.498448297,0.065987337,0.271929825,0.043604651
4.1449E-4,46.01037217,0.500576107,0.065393748,0.271929825,0.043604651
4.15651E-4,46.25939499,0.501275558,0.064800158,0.280701754,0.043604651
4.18673E-4,46.509931044,0.503086382,0.064206569,0.280701754,0.043604651
4.20984E-4,46.76197465,0.504462453,0.06361298,0.280701754,0.043604651
4.2301E-4,47.015312242,0.505662761,0.063019391,0.280701754,0.043604651
4.24827E-4,47.269825293,0.506733935,0.062425801,0.280701754,0.046511628
4.29636E-4,47.526069044,0.50954718,0.061832212,0.280701754,0.046511628
4.31931E-4,47.78442417,0.510878665,0.061238623,0.280701754,0.046511628
4.34166E-4,48.001096312,0.51216835,0.060743965,0.280701754,0.046511628
4.35819E-4,48.26208048,0.513117685,0.060150376,0.280701754,0.046511628
4.39272E-4,48.52484821,0.515088914,0.059556787,0.289473684,0.046511628
4.42781E-4,48.78995873,0.517075921,0.058963197,0.289473684,0.046511628
4.44595E-4,49.011785945,0.518096915,0.05846854,0.289473684,0.046511628
4.48523E-4,49.2797968,0.520292652,0.057874951,0.298245614,0.046511628
4.50223E-4,49.504420299,0.521236994,0.057380293,0.307017544,0.046511628
4.51328E-4,49.774783744,0.521848628,0.056786704,0.315789474,0.046511628
4.53959E-4,50.001272094,0.523298629,0.056292046,0.324561404,0.046511628
4.56534E-4,50.274607192,0.524709525,0.055698457,0.333333333,0.046511628
4.59488E-4,50.504078628,0.526317604,0.055203799,0.333333333,0.046511628
4.60689E-4,50.780228426,0.526968181,0.05461021,0.333333333,0.046511628
4.63036E-4,51.01118953,0.528235045,0.054115552,0.333333333,0.046511628
4.65237E-4,51.28992804,0.529416607,0.053521963,0.333333333,0.046511628
4.66583E-4,51.522958828,0.530136361,0.053027305,0.350877193,0.046511628
4.69541E-4,51.757312959,0.531709889,0.052532647,0.350877193,0.046511628
4.72444E-4,52.04039055,0.533244565,0.051939058,0.350877193,0.049418605
4.74543E-4,52.277166639,0.53434753,0.0514444,0.350877193,0.049418605
4.76854E-4,52.51529619,0.53555605,0.050949743,0.350877193,0.052325581
4.79489E-4,52.754202024,0.536926768,0.050455085,0.350877193,0.052325581
4.82704E-4,53.042921977,0.538588004,0.049861496,0.359649123,0.052325581
4.84947E-4,53.284869674,0.539739603,0.049366838,0.368421053,0.052325581
4.86669E-4,53.527748974,0.540620352,0.04887218,0.368421053,0.052325581
4.89062E-4,53.771849066,0.541838075,0.048377523,0.368421053,0.052325581
4.91127E-4,54.016830496,0.542883827,0.047882865,0.377192982,0.052325581
4.93178E-4,54.262876964,0.543918116,0.047388207,0.377192982,0.052325581
4.95101E-4,54.509962292,0.544883273,0.04689355,0.377192982,0.052325581
4.99384E-4,54.759310131,0.547018319,0.046398892,0.377192982,0.052325581
5.0221E-4,55.009702204,0.548416038,0.045904234,0.385964912,0.052325581
5.04242E-4,55.261515498,0.549416201,0.045409577,0.385964912,0.052325581
5.06205E-4,55.514210434,0.550377503,0.044914919,0.385964912,0.052325581
5.08464E-4,55.767978305,0.551479229,0.044420261,0.385964912,0.052325581
5.11325E-4,56.023164847,0.552866721,0.043925603,0.394736842,0.052325581
5.13492E-4,56.279512319,0.553912257,0.043430946,0.403508772,0.052325581
5.16772E-4,56.537490672,0.555484699,0.042936288,0.403508772,0.052325581
5.18129E-4,56.796297106,0.556132098,0.04244163,0.403508772,0.052325581
5.19589E-4,57.003975161,0.556826875,0.042045904,0.403508772,0.052325581
5.22225E-4,57.264737451,0.558075189,0.041551247,0.412280702,0.052325581
5.26594E-4,57.527315003,0.560129034,0.041056589,0.412280702,0.052325581
5.29454E-4,57.791311348,0.561462831,0.040561931,0.412280702,0.052325581
5.32125E-4,58.004009451,0.562701533,0.040166205,0.412280702,0.052325581
5.356E-4,58.271033502,0.564302487,0.039671547,0.412280702,0.052325581
5.38343E-4,58.539549242,0.565558062,0.03917689,0.412280702,0.052325581
5.42391E-4,58.756190215,0.56739805,0.038781163,0.412280702,0.052325581
5.45456E-4,59.028293642,0.568780462,0.038286506,0.412280702,0.052325581
5.48903E-4,59.302541897,0.570324783,0.037791848,0.412280702,0.052325581
5.5415E-4,59.523680544,0.572654891,0.037396122,0.412280702,0.052325581
5.55713E-4,59.801214379,0.573343983,0.036901464,0.421052632,0.052325581
5.59535E-4,60.02422316,0.575019727,0.036505738,0.429824561,0.052325581
5.62988E-4,60.305289728,0.576522188,0.03601108,0.429824561,0.052325581
5.65676E-4,60.531196488,0.577684912,0.035615354,0.429824561,0.052325581
5.67802E-4,60.757887209,0.578599818,0.035219628,0.429824561,0.052325581
5.74132E-4,61.043365616,0.581300472,0.03472497,0.429824561,0.052325581
5.79811E-4,61.274005253,0.583694119,0.034329244,0.429824561,0.052325581
5.83239E-4,61.506970522,0.585125802,0.033933518,0.438596491,0.052325581
5.8506E-4,61.799219699,0.58588241,0.03343886,0.438596491,0.052325581
5.86511E-4,62.033636707,0.586483454,0.033043134,0.438596491,0.052325581
5.88846E-4,62.268543892,0.587446836,0.032647408,0.438596491,0.052325581
5.94365E-4,62.505295081,0.589705785,0.032251682,0.438596491,0.052325581
6.02017E-4,62.804621583,0.59279698,0.031757024,0.438596491,0.052325581
6.03805E-4,63.045839111,0.593512683,0.031361298,0.438596491,0.052325581
6.08006E-4,63.288471033,0.595184317,0.030965572,0.438596491,0.052325581
6.10099E-4,63.532247363,0.596012156,0.030569846,0.438596491,0.052325581
6.15134E-4,63.777654634,0.597989447,0.03017412,0.447368421,0.058139535
6.18505E-4,64.024758929,0.599302784,0.029778393,0.447368421,0.058139535
6.19404E-4,64.272435718,0.599651558,0.029382667,0.456140351,0.061046512
6.2513E-4,64.522130655,0.601858573,0.028986941,0.456140351,0.061046512
6.28947E-4,64.772788586,0.603316154,0.028591215,0.464912281,0.061046512
6.31482E-4,65.024821907,0.604278628,0.028195489,0.464912281,0.061046512
6.34463E-4,65.278113641,0.605404157,0.027799763,0.464912281,0.061046512
6.42376E-4,65.534065342,0.608361423,0.027404036,0.464912281,0.061046512
6.49683E-4,65.792605935,0.61105278,0.02700831,0.464912281,0.061046512
6.51976E-4,66.053020593,0.611889746,0.026612584,0.473684211,0.061046512
6.59723E-4,66.314935479,0.614691246,0.026216858,0.473684211,0.061046512
6.60753E-4,66.513054915,0.615060736,0.025920063,0.473684211,0.061046512
6.65008E-4,66.778145343,0.616579245,0.025524337,0.473684211,0.061046512
6.70552E-4,67.045742259,0.618540128,0.025128611,0.473684211,0.061046512
6.77791E-4,67.315833806,0.621070612,0.024732885,0.48245614,0.061046512
6.7957E-4,67.519547659,0.621687043,0.02443609,0.48245614,0.061046512
6.91938E-4,67.794484321,0.625919762,0.024040364,0.49122807,0.061046512
6.98262E-4,68.003706619,0.628047446,0.023743569,0.49122807,0.061046512
7.04492E-4,68.284246922,0.630120095,0.023347843,0.49122807,0.061046512
7.11757E-4,68.567573597,0.632507972,0.022952117,0.5,0.061046512
7.16933E-4,68.78223063,0.634190816,0.022655323,0.5,0.061046512
7.33995E-4,69.072936424,0.639629727,0.022259596,0.5,0.061046512
7.38455E-4,69.293924661,0.641024858,0.021962802,0.50877193,0.061046512
7.4411E-4,69.516802293,0.642778494,0.021666007,0.51754386,0.061046512
7.48588E-4,69.815794256,0.644154877,0.021270281,0.51754386,0.061046512
7.53581E-4,70.041234141,0.645677408,0.020973486,0.51754386,0.061046512
7.55509E-4,70.267842961,0.646261753,0.020676692,0.51754386,0.061046512
7.66082E-4,70.572646207,0.64943219,0.020280966,0.526315789,0.061046512
7.74793E-4,70.804830191,0.652002106,0.019984171,0.526315789,0.061046512
7.79485E-4,71.03855371,0.653370602,0.019687376,0.526315789,0.061046512
7.95645E-4,71.275132765,0.658003136,0.019390582,0.526315789,0.061046512
8.08274E-4,71.516177301,0.661538262,0.019093787,0.526315789,0.061046512
8.1367E-4,71.759878791,0.663026267,0.018796992,0.526315789,0.061046512
8.25504E-4,72.006197716,0.66624489,0.018500198,0.543859649,0.061046512
8.30122E-4,72.254965762,0.667484107,0.018203403,0.543859649,0.061046512
8.35223E-4,72.504865181,0.66884231,0.017906609,0.552631579,0.061046512
8.37381E-4,72.755959344,0.669413743,0.017609814,0.570175439,0.061046512
8.51014E-4,73.009750695,0.672977705,0.017313019,0.578947368,0.061046512
8.56455E-4,73.26634679,0.674378825,0.017016225,0.578947368,0.061046512
8.68628E-4,73.52599134,0.677470326,0.01671943,0.578947368,0.061046512
8.74869E-4,73.787632198,0.67903253,0.016422636,0.578947368,0.061046512
8.82905E-4,74.051544709,0.681022038,0.016125841,0.587719298,0.061046512
8.84827E-4,74.31691712,0.681494154,0.015829046,0.587719298,0.061046512
8.92149E-4,74.584037949,0.683280294,0.015532252,0.587719298,0.061046512
8.99816E-4,74.763855172,0.685129408,0.015334389,0.587719298,0.061046512
9.04254E-4,75.03493205,0.68618966,0.015037594,0.587719298,0.061046512
9.15456E-4,75.308376546,0.688834816,0.014740799,0.596491228,0.061046512
9.21673E-4,75.583850598,0.690283683,0.014444005,0.596491228,0.061046512
9.29413E-4,75.769238525,0.692068781,0.014246142,0.596491228,0.061046512
9.32239E-4,76.048581697,0.692715416,0.013949347,0.596491228,0.061046512
9.47306E-4,76.331224541,0.696117601,0.013652552,0.596491228,0.061046512
9.68945E-4,76.523600177,0.700873892,0.013454689,0.605263158,0.061046512
9.77125E-4,76.769621438,0.702633402,0.013157895,0.605263158,0.061046512
9.81696E-4,77.012359885,0.703607678,0.012960032,0.605263158,0.063953488
9.83231E-4,77.307236365,0.703933447,0.012663237,0.614035088,0.063953488
9.92697E-4,77.505767272,0.705926428,0.012465374,0.614035088,0.063953488
1.00369E-3,77.805916378,0.708206831,0.012168579,0.622807018,0.063953488
1.02269E-3,78.010231468,0.712067177,0.011970716,0.622807018,0.063953488
1.04325E-3,78.320436789,0.71613169,0.011673922,0.622807018,0.063953488
1.05423E-3,78.530920022,0.718254938,0.011476059,0.631578947,0.063953488
1.07135E-3,78.851072034,0.721502692,0.011179264,0.631578947,0.063953488
1.0869E-3,79.067636122,0.72438914,0.010981401,0.631578947,0.063953488
1.09233E-3,79.285792967,0.725382838,0.010783538,0.631578947,0.063953488
1.10438E-3,79.506514399,0.727563355,0.010585675,0.640350877,0.063953488
1.11849E-3,79.839637111,0.730071868,0.01028888,0.640350877,0.063953488
1.14532E-3,80.068035215,0.734718636,0.010091017,0.640350877,0.063953488
1.15858E-3,80.298663233,0.736954969,0.009893154,0.649122807,0.063953488
1.16829E-3,80.532221973,0.738570577,0.009695291,0.657894737,0.063953488
1.17839E-3,80.766975701,0.740228872,0.009497428,0.666666667,0.063953488
1.185E-3,81.003837804,0.741303491,0.009299565,0.666666667,0.063953488
1.19597E-3,81.361527823,0.743066274,0.00900277,0.675438596,0.063953488
1.21368E-3,81.603955155,0.745862857,0.008804907,0.675438596,0.063953488
1.2185E-3,81.847633359,0.746613706,0.008607044,0.675438596,0.063953488
1.25586E-3,82.09590614,0.752283305,0.008409181,0.675438596,0.063953488
1.27966E-3,82.349882211,0.755765401,0.008211318,0.675438596,0.063953488
1.28396E-3,82.606556714,0.756385328,0.008013455,0.684210526,0.063953488
1.30452E-3,82.86604904,0.759300183,0.007815592,0.684210526,0.063953488
1.31459E-3,83.127995971,0.760701935,0.007617729,0.692982456,0.063953488
1.31941E-3,83.259936482,0.761367502,0.007518797,0.692982456,0.063953488
1.32733E-3,83.524846948,0.762453784,0.007320934,0.692982456,0.063953488
1.32993E-3,83.79076261,0.762808015,0.007123071,0.692982456,0.063953488
1.34099E-3,84.058043926,0.764303544,0.006925208,0.701754386,0.063953488
1.35304E-3,84.32814801,0.765910492,0.006727345,0.710526316,0.063953488
1.37006E-3,84.60196579,0.768144334,0.006529482,0.710526316,0.063953488
1.38569E-3,84.877570812,0.770159203,0.006331619,0.710526316,0.063953488
1.40332E-3,85.0179028,0.772389174,0.006232687,0.710526316,0.063953488
1.45595E-3,85.30750516,0.77879713,0.006034824,0.710526316,0.063953488
1.45753E-3,85.598937233,0.778983743,0.005836961,0.710526316,0.063953488
