X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-47.648064,-22.734286,train,3.080108809036228E-4,49.097892084963526,0.7069354881710028
-48.612387,-23.106709,train,5.067804460129373E-4,82.27499256676113,0.8672675684803643
-48.444165,-22.884181,train,4.883362147211625E-4,80.29890408180101,0.857144743252927
-46.499779,-23.709942,train,1.9513118946971842E-4,28.83504530919114,0.5404737652511896
-48.131024,-22.788382,train,2.0474422660418838E-4,30.150944086254054,0.557743522235887
-48.699068,-22.82203,train,5.000687418168695E-4,81.67791995513765,0.8636697672864473
-47.96141,-22.530255,train,2.973911010079769E-4,46.72947880265529,0.6942675152414494
-49.00094,-22.701441,train,4.66283406724475E-4,76.99740030097246,0.844023085749799
-43.460742,-22.756132,train,2.3415447125593486E-4,34.912182219642546,0.6066515088568085
-84.327909,9.982252,train,3.809577428800089E-4,62.91942426358126,0.780859313802327
-88.985657,13.835482,train,3.8848996080380446E-4,64.47183040769194,0.7873389623177549
-88.98207,13.741312,train,3.528128053134224E-4,57.87027761736554,0.7548510603268943
-88.703673,13.433413,train,3.0378744805718784E-4,48.19404573119914,0.7019616089342098
-88.577065,18.260667,train,3.619115566921108E-4,59.572553352900854,0.7635801580156427
-88.60121,18.237124,train,3.644800439303373E-4,60.07191212140661,0.7659875540703543
-88.49765,17.189877,train,3.6318956099178404E-4,59.85259260857468,0.7647810879257773
-79.91927,22.49372,train,3.9458041011730725E-4,65.70061135959163,0.7924379588835602
-80.443778,22.159975,train,3.7305322060281963E-4,61.52833623105708,0.7738469717814549
-81.953482,22.892653,train,3.1689523342481635E-4,50.84147494058267,0.7171291673129236
-86.872215,12.431553,train,2.722258136240707E-4,42.00484521346944,0.662019167275492
-6.461,41.350144,train,3.815774065533611E-4,63.03640086113449,0.7813997566503796
-86.236174,12.446468,train,3.073083135061421E-4,48.92703237230695,0.7061138774703148
-86.077172,12.145605,train,2.550612323777267E-4,38.85680724725537,0.638093224791549
-86.268194,12.124615,train,2.8199973256360045E-4,44.026233168400076,0.6749295104674828
-86.36302,13.085114,train,4.414837066673528E-4,72.92780606686723,0.8278218121162654
-86.459209,13.472601,train,3.462382723098892E-4,56.75801959094892,0.7483437275546437
-86.682222,13.27,train,3.942590221698792E-4,65.60898245076869,0.7921719706414972
-89.398528,18.806656,train,4.015548248721619E-4,67.05168900005518,0.7981270330258383
-100.901681,29.023806,train,2.3968673840428937E-4,35.810902835086104,0.6152279915290026
146.921099,-31.253218,train,1.5336872246202415E-4,22.249575327845722,0.4572704032260413
144.785153,-37.471308,train,5.824786296675119E-4,87.78405894268906,0.901830752934019
-80.342198,27.499208,train,1.4805652919788552E-4,21.105589652468183,0.4456594236844562
-84.387982,33.748995,train,4.4055021124348007E-4,72.80621857043475,0.8271801518946851
-79.0193,35.759573,train,4.209714301105662E-4,70.05695090061383,0.8131572625552771
-81.163725,33.836081,train,1.4464710409026597E-4,20.595513643554973,0.438076824515098
-119.417932,36.778261,train,1.2025470527467683E-4,16.539536805523124,0.3807159621929821
-85.602364,44.314844,train,6.618314321053798E-5,7.864152544808089,0.231816584568885
-77.194525,41.203322,train,7.443252140887205E-4,98.35560149677904,0.9484904961453551
-82.907123,40.417287,train,7.632283054135993E-4,98.88305233540333,0.9522279258192334
-89.398528,40.633125,train,7.31109031120037E-4,97.82244269582424,0.9457051048811863
-74.405661,40.058324,train,1.7269393509035193E-4,25.30195253295699,0.4974957684793808
-94.6859,46.729553,train,8.595000535611101E-5,11.022422703285223,0.2900024737903554
-76.641271,39.045755,train,4.0855397037697824E-4,68.01398026323402,0.8036795229436706
-91.831833,37.964253,train,5.802043818671957E-4,87.63691634463645,0.9009370577694187
-74.005973,40.712775,train,7.328011748210312E-4,97.9009502525023,0.9460699761501823
-73.087749,41.603221,train,5.086636460432215E-4,82.63483810884121,0.8682598886232608
-78.656894,37.431573,train,4.264475656577475E-4,70.88126162731142,0.8171902547892367
-99.901813,31.968599,train,2.0268515539550313E-4,29.93670326900809,0.5540998837911588
-86.134902,40.267194,train,7.207932207907185E-4,96.82715249244234,0.9434267263666143
-91.962333,30.984298,train,3.920933986739075E-4,65.33183283733398,0.7903707409010352
-98.484246,39.011902,train,1.2174569728650533E-4,16.756320625451213,0.38438441131410594
-86.580447,35.517491,train,6.71948956948325E-4,93.60117426206696,0.9312709873543437
-97.092877,35.007752,train,2.279003879845313E-4,33.91953480396141,0.5967255888121761
-116.576504,53.933271,train,2.321318557756381E-5,2.2109253615909448,0.08835075174705775
-66.461916,46.565316,train,1.2322280507779412E-4,16.975636492530572,0.3879972710146937
-121.815931,49.37641,train,4.1919555720457515E-5,4.5097871796089075,0.1538352081672979
-122.30447,49.050438,train,1.0630442072067E-4,14.398374371541221,0.34531568258576106
-122.598398,49.219323,train,1.1829926642321892E-4,16.299267158568718,0.37587162860956147
-98.468744,49.128798,train,2.3509719302232006E-5,2.2428259897718155,0.08942734612137027
-74.451222,45.017095,train,5.176117792434572E-4,83.49840122256822,0.8728745256902565
