Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.48186E-11,0.000000002,0.000000059,0.999901147,0,0
1.6378E-11,0.000000004,0.000000065,0.999802293,0,0
2.19705E-11,0.00000001,0.000000088,0.999505733,0,0
2.65311E-11,0.000000025,0.000000106,0.998912614,0,0
3.95284E-11,0.0000001,0.000000158,0.996638988,0,0
5.81741E-11,0.000000255,0.000000232,0.993475682,0,0
1.23159E-10,0.000001,0.000000491,0.985172005,0,0
2.86117E-10,0.000002513,0.00000114,0.977758007,0,0
8.91128E-10,0.00001005,0.000003551,0.963720838,0,0
1.77744E-9,0.000025136,0.000007083,0.952649268,0,0
2.82768E-9,0.00005001,0.000011268,0.941874259,0,0
4.83663E-9,0.000100439,0.000019273,0.928331356,0,0
1.14429E-8,0.000250843,0.000045597,0.908758403,0,0
2.3003E-8,0.000502287,0.000091658,0.893436141,0,0
4.83402E-8,0.001001929,0.000192608,0.878904705,0,0
1.10363E-7,0.002504679,0.000439679,0.859232898,0,0
1.85387E-7,0.00500423,0.000738457,0.841933571,0,0
3.12681E-7,0.010023792,0.001245198,0.82156979,0,0
6.37978E-7,0.025003615,0.002538987,0.789541321,0,0
1.09064E-6,0.05007454,0.004336547,0.760676157,0,0
1.90021E-6,0.100132048,0.007543358,0.727362594,0,0
3.25629E-6,0.200240486,0.012891856,0.68831554,0,0
4.27033E-6,0.300419569,0.016872459,0.661921708,0,0
5.23601E-6,0.400462446,0.02064829,0.641162515,0,0
6.47146E-6,0.500363828,0.025457839,0.624159747,0,0
7.69705E-6,0.600727979,0.030205629,0.610122578,0,0
8.7921E-6,0.700028787,0.034428159,0.598260182,0,0
9.27673E-6,0.750564953,0.036291031,0.592724397,0,0
9.84308E-6,0.800282944,0.038463494,0.587584025,0,0
1.0854E-5,0.900472073,0.042329082,0.577995255,0,0
1.19313E-5,1.00035612,0.046431211,0.569395018,0,0
1.29772E-5,1.101059472,0.050397151,0.5613879,0.008333333,0
1.39397E-5,1.200746331,0.054032501,0.554072756,0.008333333,0
1.4827E-5,1.301111693,0.057371278,0.547153025,0.008333333,0
1.58151E-5,1.400532266,0.061075427,0.54072756,0.008333333,0
1.66488E-5,1.50097187,0.064189472,0.534598656,0.008333333,0
1.90548E-5,1.750309357,0.073118634,0.520858047,0.008333333,0
2.12716E-5,2.002052662,0.081270239,0.508501384,0.008333333,0
2.35837E-5,2.250784716,0.089695792,0.497528667,0.025,0
