gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1316139896	7b468209-8d5c-477b-b118-cdf04dde9912	SAMC:Ent:SAM-COL-A039749	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	ZA	Karkloof, Natal	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	-29.333333	30.25		0.125					1946-05-01T00:00:00Z	1	5	1946	8254044	8254044	PRESERVED_SPECIMEN	SAM	Entomology	SAM-COL-A039749			CC_BY_4_0		Symons			2018-07-07T16:08:55.410Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1100269629	dce8feb0-6c89-11de-8225-b8a03c50a862	154aeac8-8a02-4464-a3b1-03cef615fa4a	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	AU		770c30d2-c2a8-4bb2-8056-6167297cddae	-33.93735	150.97403							2011-02-16T00:00:00Z	16	2	2011	8254044	8254044	PRESERVED_SPECIMEN	AM	Entomology	K.288410		Reid, Dr. Chris - Australian Museum - Entomology	CC_BY_4_0		Swift, Sherye			2018-09-18T18:55:13.987Z		
1092779093	aae308f4-9f9c-4cdd-b4ef-c026f48be551	35a6914d-d27c-471c-8248-28472a9c04f4	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Lebo	b554c320-0560-11d8-b851-b8a03c50a862									2010-09-02T00:00:00Z	2	9	2010	8254044	8254044	PRESERVED_SPECIMEN	KU	SEMC	1411048		MacRae, Ted	CC_BY_4_0		Sanders, Tom			2018-07-07T08:33:00.771Z		IDENTIFIED_DATE_UNLIKELY
1092779074	aae308f4-9f9c-4cdd-b4ef-c026f48be551	3b0946e6-52fd-4460-8852-6969d595c5ff	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Lebo	b554c320-0560-11d8-b851-b8a03c50a862									2010-09-02T00:00:00Z	2	9	2010	8254044	8254044	PRESERVED_SPECIMEN	KU	SEMC	1411047		MacRae, Ted	CC_BY_4_0		Sanders, Tom			2018-07-07T08:33:00.842Z		IDENTIFIED_DATE_UNLIKELY
440941811	2356f899-6244-4bbb-aa33-50e29132e86a	MZLU:ENT:167747	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	TZ	Contact the museum for more info	ee6a779a-dce6-4f16-ae3d-84f495def86e													8254044	8254044	PRESERVED_SPECIMEN	MZLU	Entomology	167747			CC_BY_NC_4_0					2018-07-07T12:09:24.810Z		
440941810	2356f899-6244-4bbb-aa33-50e29132e86a	MZLU:ENT:167746	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	ZA	Contact the museum for more info	ee6a779a-dce6-4f16-ae3d-84f495def86e													8254044	8254044	PRESERVED_SPECIMEN	MZLU	Entomology	167746			CC_BY_NC_4_0					2018-07-07T12:09:24.953Z		
363145534	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	LRGVNWR McManus unit	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.05	-98.0											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0840774			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T00:50:40.347Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
363145240	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Santa Ana NWR (site 5), Jaguarundi Trail at Rio Grande	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.05	-98.1											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0815768			CC_BY_4_0		Edward G. Riley			2018-07-07T00:50:40.770Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245480233	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Santa Ana NWR (site 3), Wildlife Drive	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.07	-98.1											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0583996			CC_BY_4_0		Edward G. Riley			2018-07-07T09:05:25.208Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403650	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	LRGVNWR McManus unit	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.05	-98.0											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0836166			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.151Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403649	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0835278			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.125Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403647	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0835100			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.131Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403641	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832281			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.091Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403640	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832253			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.098Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403639	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832227			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.176Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403638	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832221			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.213Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403637	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832212			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.098Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403636	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832196			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.175Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403635	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832191			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.161Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403634	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832179			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.157Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403633	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832166			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.144Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403632	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832160			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.096Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403631	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832137			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.097Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403630	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832130			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.184Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403629	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832123			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.124Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403628	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832096			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.188Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403627	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832094			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.165Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403626	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832093			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.068Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403625	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832084			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.164Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403624	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0832051			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.114Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403623	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0831950			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.103Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403622	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0831930			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.173Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403621	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0831873			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.083Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403617	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Santa Ana NWR (site 1) Jagarundi Trail	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.06	-98.1											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0811141			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.068Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403615	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0810907			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.177Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
245403282	96193ea2-f762-11e1-a439-00145eb45e9a		Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida		SPECIES	Aethina tumida Murray, 1867	US	Laguna Atascosa NWR (site 1)	352bdfe0-c57b-11dd-a8eb-b8a03c50a862	26.22	-97.3											8254044	8254044	PRESERVED_SPECIMEN	TAMU	ENTO	X0741382			CC_BY_4_0		Jonathan E. King; Edward G. Riley			2018-07-07T09:05:25.062Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
