Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.14147E-12,0.000000001,0.000000004,0.99930645,0,0
3.71775E-12,0.000000003,0.000000007,0.998811057,0,0
6.59564E-12,0.00000001,0.000000013,0.997423957,0,0
1.08303E-11,0.000000026,0.000000021,0.995541464,0,0
3.12371E-11,0.000000101,0.00000006,0.991974636,0,0
6.38497E-11,0.000000251,0.000000123,0.988705043,0,0
1.74062E-10,0.000001011,0.000000334,0.981868622,0,0
3.64338E-10,0.000002509,0.000000699,0.976320222,0,0
1.02893E-9,0.000010006,0.000001974,0.964827108,0,0
1.9049E-9,0.000025173,0.000003655,0.95432478,0,0
3.14294E-9,0.000050179,0.000006031,0.944218765,0,0
4.86334E-9,0.000100148,0.000009332,0.931833944,0,0
9.70013E-9,0.000250195,0.000018612,0.910432973,0,0
1.69763E-8,0.000500409,0.000032573,0.891409888,0,0
3.25408E-8,0.00100082,0.000062437,0.870405231,0,0
6.72061E-8,0.002502824,0.000128946,0.839393639,0,0
1.14893E-7,0.005005949,0.00022043,0.81165164,0,0
1.91637E-7,0.010018515,0.000367642,0.77905479,0,0
3.80959E-7,0.025019499,0.00073071,0.725255127,0,0
6.90009E-7,0.050007965,0.001323101,0.677598335,0,0
1.32695E-6,0.100099548,0.0025429,0.626771029,0,0
2.53666E-6,0.200117143,0.004855466,0.573664916,0,0
3.58687E-6,0.300142672,0.006858799,0.541266224,0,0.041666667
4.59885E-6,0.400305086,0.008785378,0.516793817,0.010416667,0.041666667
5.54573E-6,0.500460344,0.01058463,0.496978104,0.010416667,0.041666667
6.41449E-6,0.600010295,0.012232573,0.480431983,0.010416667,0.041666667
7.27652E-6,0.700447476,0.013865039,0.465867433,0.010416667,0.041666667
7.81387E-6,0.750119864,0.014881286,0.459328247,0.010416667,0.041666667
8.26181E-6,0.800689661,0.015727626,0.453086297,0.010416667,0.041666667
9.09831E-6,0.900418225,0.017306186,0.441692262,0.020833333,0.041666667
9.86761E-6,1.000528128,0.018755694,0.431189934,0.020833333,0.041666667
1.09317E-5,1.100296646,0.020757086,0.421678391,0.020833333,0.041666667
1.19423E-5,1.200837394,0.022654106,0.412959477,0.020833333,0.041666667
1.30342E-5,1.301114598,0.024699609,0.405033191,0.020833333,0.041666667
1.42134E-5,1.400436737,0.026903963,0.397800456,0.03125,0.041666667
1.52124E-5,1.500511554,0.028767377,0.391063113,0.03125,0.041666667
1.78083E-5,1.751276765,0.033592976,0.376003171,0.03125,0.041666667
2.04079E-5,2.000018926,0.038401588,0.363122957,0.03125,0.041666667
2.29469E-5,2.250195302,0.043074805,0.351728921,0.041666667,0.041666667
2.55356E-5,2.500481365,0.047816346,0.34142475,0.041666667,0.041666667
2.83648E-5,2.750421089,0.052971401,0.332210443,0.041666667,0.041666667
3.0861E-5,3.000833585,0.057496449,0.323887843,0.041666667,0.083333333
3.31869E-5,3.250787998,0.061693368,0.316159715,0.041666667,0.083333333
3.4997E-5,3.503109283,0.064946685,0.308827901,0.041666667,0.083333333
3.75179E-5,3.753575462,0.069458542,0.301991479,0.041666667,0.083333333
3.95054E-5,4.000209533,0.073000528,0.295650451,0.041666667,0.083333333
4.12983E-5,4.250411895,0.076184069,0.28950758,0.052083333,0.125
