X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-47.648064,-22.734286,train,3.7454962996450933E-4,55.524606136483406,0.7464716442816587
-48.612387,-23.106709,train,5.380070180464983E-4,72.916326635318,0.8607043773069142
-48.444165,-22.884181,train,4.7789655226541933E-4,67.09281305813685,0.8263864363373254
-46.499779,-23.709942,train,4.2189316075363095E-4,61.50434494770886,0.7868453720565609
-48.131024,-22.788382,train,4.2415362579997345E-4,61.82050897219542,0.7886034116184499
-48.699068,-22.82203,train,4.98030839413404E-4,69.15497013294502,0.8387326287555983
-47.96141,-22.530255,train,3.7886700299616876E-4,55.89222088938326,0.750450416104019
-49.00094,-22.701441,train,4.8213007643769823E-4,67.38384921622384,0.8290585513672128
-46.396136,-23.960745,train,1.9028935142921817E-4,30.764313482871433,0.5020145896605634
-43.172896,-22.906847,train,5.904631584266003E-4,76.27731377708298,0.8850601445595587
-43.460742,-22.756132,train,5.444794486288817E-4,73.45729297413465,0.8639687437347926
-84.327909,9.982252,train,1.248913030545777E-4,18.571444069865017,0.36718573092120643
-85.413051,11.066564,train,1.533193323818348E-4,24.2533346746776,0.42978014503127826
-85.63064,11.070827,train,1.2759619042116191E-4,19.136018264442388,0.3734260743340191
-88.985657,13.835482,train,8.795745974247201E-5,11.447178662930687,0.27548994438745056
-88.98207,13.741312,train,9.572174968204694E-5,13.00046085664986,0.295809624928828
-88.703673,13.433413,train,6.713547860747196E-5,7.5645963878939915,0.21805572751168978
-88.396754,18.40308,train,3.3923688720917145E-4,51.533605554354644,0.7114538781455462
-88.60121,18.237124,train,3.4840008619885584E-4,52.37864743252108,0.7209802136242196
-88.49765,17.189877,train,2.350636751430618E-4,39.22143196299891,0.5773577593164918
-79.91927,22.49372,train,2.895768630150202E-4,46.475092838079036,0.653875008507921
-80.443778,22.159975,train,3.104385019501658E-4,48.40539123196007,0.6793446648473618
-81.532215,23.03034,train,3.9925886812841463E-4,58.48716091471382,0.7684153052396601
-82.366596,23.113592,train,4.8272345530638277E-4,67.45544103333596,0.8294297793402272
-81.953482,22.892653,train,2.7847689742199256E-4,44.76363744347341,0.6395085824818569
-82.911803,22.816568,train,4.992909138403168E-4,69.29651624654923,0.8394754320619261
-86.872215,12.431553,train,7.120898045020899E-5,8.277178847728054,0.229639237116249
-6.461,41.350144,train,2.093598975991353E-4,34.591728823374524,0.535621535876214
-86.872215,12.114993,train,7.51395225485524E-5,8.927988336532898,0.24065352716035793
-86.236174,12.446468,train,1.1287310950351363E-4,16.209794192477695,0.338698824177899
-86.05296,11.955006,train,9.882005751566308E-5,13.630129628198354,0.3037581261545227
-86.077172,12.145605,train,1.0593635456152853E-4,15.002759140439716,0.32167648019145134
-86.36302,13.085114,train,2.129924566478918E-4,35.250436599152714,0.5417610100872061
-86.459209,13.472601,train,2.520343683103896E-4,41.47259149391526,0.6028362686475006
-86.682222,13.27,train,2.407359524019284E-4,40.153897028543106,0.586050537831437
-89.398528,18.806656,train,3.8254890832843685E-4,56.42217687456599,0.7537941886087687
-100.901681,29.023806,train,9.786418401046577E-5,13.434751569236594,0.301315514065043
144.785153,-37.471308,train,3.0407735438167357E-4,47.70564497000068,0.6717836889908322
-80.342198,27.499208,train,5.62587629151424E-4,74.16575444925478,0.8727008654310912
-84.387982,33.748995,train,6.873943799457368E-4,83.06988929523853,0.9194183321883462
-79.0193,35.759573,train,8.45153480557124E-4,91.34206506865975,0.9547921195952593
-81.163725,33.836081,train,6.841390073462106E-4,82.84672419919224,0.9184514741824549
-119.417932,36.778261,train,1.8217947380926803E-4,29.481834515101376,0.48699589306917346
-85.602364,44.314844,train,3.492934300470417E-4,52.525858199419666,0.7218919648395099
-77.194525,41.203322,train,8.071599056039265E-4,89.53439947896246,0.9480400748839591
-82.907123,40.417287,train,9.900494743160777E-4,96.43708897561335,0.9734136036933683
-89.398528,40.633125,train,9.604218967900702E-4,95.31354996027851,0.9703651937910642
-74.405661,40.058324,train,9.776607102598873E-4,95.79756454619762,0.9721790376984216
-94.6859,46.729553,train,2.4123194327954162E-4,40.223574298300434,0.5868020909896554
-76.641271,39.045755,train,9.371753670745927E-4,94.25226430559148,0.9677305655147276
-91.831833,37.964253,train,9.926916147812211E-4,96.58634708546704,0.9736697265028008
-74.005973,40.712775,train,9.625229285354924E-4,95.50603663859441,0.9705924404264726
-73.087749,41.603221,train,6.940123246871299E-4,83.8296059236208,0.9213486913194954
-78.656894,37.431573,train,9.87428993617381E-4,96.2890546070681,0.9731571197608507
-99.901813,31.968599,train,2.8106472131006466E-4,45.124673535801136,0.6429103581619583
-86.134902,40.267194,train,0.0011178289319490118,99.24505012025087,0.9833528388981946
-91.962333,30.984298,train,4.916529665991992E-4,68.24268057557997,0.8349198673428565
-86.580447,35.517491,train,7.129139218286926E-4,84.84916515094046,0.9266111247099134
