X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-47.648064,-22.734286,train,4.1905885215355544E-4,51.540930887672914,0.7030457197426285
-48.612387,-23.106709,train,4.849232052674482E-4,55.52791997412071,0.7546358472603099
-48.444165,-22.884181,train,4.2658440424381977E-4,51.93332835247424,0.7094505672669467
-46.499779,-23.709942,train,3.148087745494907E-4,44.00166141203898,0.598329797025577
-48.131024,-22.788382,train,6.398976842559604E-4,63.16667173418672,0.843395756823342
-48.699068,-22.82203,train,4.571276718539577E-4,53.9009297965383,0.7340580754689077
-47.96141,-22.530255,train,4.4667884288913863E-4,53.276270173806665,0.7258837482877161
-49.00094,-22.701441,train,4.887673074160494E-4,55.702854857582594,0.7573535173606838
-43.460742,-22.756132,train,0.0010662388570925865,83.47563379683535,0.9544666482782158
-84.327909,9.982252,train,1.956923885500311E-4,31.412167304090058,0.43277387528664635
-88.985657,13.835482,train,9.816616900624905E-5,11.884696168261453,0.24755375082686237
-88.98207,13.741312,train,1.7511593144591141E-4,27.809164846547763,0.39792858834140854
-88.703673,13.433413,train,1.1079259629723741E-4,14.164034890289292,0.27458357060988725
-88.577065,18.260667,train,4.3507737943146473E-4,52.62892158544331,0.7165130014993148
-88.60121,18.237124,train,4.6569710054792523E-4,54.32748433986709,0.7405798428260972
-88.49765,17.189877,train,3.2839843726469806E-4,45.07636809386006,0.6138380646331507
-79.91927,22.49372,train,3.3207868380550975E-4,45.45815496407468,0.6179338763410591
-80.443778,22.159975,train,3.2157791173014573E-4,44.41199132447058,0.6061309363531274
-81.953482,22.892653,train,2.88498136877471E-4,41.65120829126343,0.5665122445564246
-86.872215,12.431553,train,1.9752933540089E-4,31.696754300420196,0.4357848326757613
-6.461,41.350144,train,1.4465418677795354E-4,21.05022927017272,0.3423744946372722
-86.236174,12.446468,train,1.5487999538759092E-4,23.622575797190155,0.36157291671091485
-86.077172,12.145605,train,1.1784352913515483E-4,15.3300388369266,0.2892529711017189
-86.268194,12.124615,train,1.751124993356177E-4,27.8081638189454,0.3979226012151573
-86.36302,13.085114,train,1.4690407172838455E-4,21.55951669298761,0.3466474780309863
-86.459209,13.472601,train,1.920878308516419E-4,30.686216042395113,0.42681883038837776
-86.682222,13.27,train,2.0460731821560443E-4,32.85145100440592,0.44723773877692663
-89.398528,18.806656,train,4.0892685194961713E-4,51.071650717416894,0.6941990046375837
-100.901681,29.023806,train,8.893135295118985E-5,10.31789628995928,0.22714887852955523
146.921099,-31.253218,train,8.69735470444189E-5,10.02760537275761,0.2227524011080938
144.785153,-37.471308,train,4.167972946336638E-4,51.44587454771559,0.7010935035897384
-80.342198,27.499208,train,0.0015146416206107721,97.01709466309248,0.9875807560010715
-84.387982,33.748995,train,9.271805402976134E-4,76.78886199977322,0.9318745204057656
-79.0193,35.759573,train,0.0012165209812672847,90.83366054173194,0.9705404221854953
-81.163725,33.836081,train,0.0011360952240156595,87.25884883924078,0.9628098516762964
-119.417932,36.778261,train,1.317254203673625E-4,18.04934492874067,0.31727283644496285
-85.602364,44.314844,train,3.544571115655751E-4,47.11452955550467,0.6419206353840665
-77.194525,41.203322,train,0.0013268189356234492,94.03008894865472,0.9785988887708492
-82.907123,40.417287,train,0.0013393655033825367,94.29737134693374,0.979362897614918
-89.398528,40.633125,train,0.0010251563247745013,81.71504178444476,0.948710954231429
-74.405661,40.058324,train,9.641223311338101E-4,78.83585626289727,0.9387896371277757
-94.6859,46.729553,train,1.7581432229214617E-4,28.01283598071387,0.3991456546320691
-76.641271,39.045755,train,0.00126937932974898,92.38461658532039,0.9747236845444669
-91.831833,37.964253,train,0.0013228602787692366,93.76517836004521,0.9783520097379419
-74.005973,40.712775,train,0.0019018095217635885,98.76250561884838,0.9959550440949021
-73.087749,41.603221,train,8.81971498646409E-4,74.70362260882963,0.9223400612476262
-78.656894,37.431573,train,0.0010784232475815993,83.65763722794715,0.9560460661984289
-99.901813,31.968599,train,2.6652903117502436E-4,39.72939776605528,0.5380222980549397
-86.134902,40.267194,train,0.001235917083334629,91.47964148578737,0.9721503332498597
-91.962333,30.984298,train,4.706176775104076E-4,54.75850646735597,0.7442521128573931
-98.484246,39.011902,train,2.5493175774005935E-4,38.53467983299409,0.5222352510590421
-86.580447,35.517491,train,6.915422392060451E-4,65.73151207245745,0.8651601953404451
-97.092877,35.007752,train,7.098653518068487E-4,66.79558624083394,0.8721320320278247
-116.576504,53.933271,train,6.6026633251076166E-6,0.6376055495154958,0.018948666695626448
-66.461916,46.565316,train,2.330594644991832E-4,36.59286137896102,0.4909781074488807
-121.815931,49.37641,train,7.322299356819272E-5,7.9750324166676965,0.19116116576930553
-122.30447,49.050438,train,1.5023398511799423E-4,22.45020055135898,0.35292075062924044
-122.598398,49.219323,train,1.1644908382565996E-4,15.043366439796438,0.28637556487623206
-98.468744,49.128798,train,5.399738364128057E-5,5.500337955109021,0.14482700773828527
-74.451222,45.017095,train,0.0011648018024020645,88.35226235505199,0.9657779651011875
-74.113966,45.036537,train,0.001091161860473046,84.30189485781904,0.9576387770013839
-73.899632,45.044091,train,0.0010959393973134295,85.02448409549264,0.9582211177500799
-73.569748,45.235223,train,0.0013495441441675213,94.56746214572058,0.9799626296718298
-82.734714,42.163944,train,0.0015889771302711833,97.39657711806785,0.9899871605567518
-83.036363,42.314937,train,0.001681653457300203,98.05938336593839,0.9923450789574146
-82.918148,42.035559,train,0.0017198653068680229,98.39968950802164,0.9931473593873286
-74.87333,45.122755,train,0.0012416945511722773,91.6255413081767,0.972612644723048
