Predictor variable,Categorical,Sample average
bioclim_10,false,236.50833333333333
bioclim_16,false,436.28333333333336
bioclim_17,false,130.75885416666668
soil-max,false,0.3932900865872701
soil-min,false,0.13948151522005597
