species,dd_long,dd_lat
aetina_tumida,-1.023194,7.946527
aetina_tumida,-14.452362,14.497401
aetina_tumida,8.675277,9.081999
aetina_tumida,20.939444,6.611111
aetina_tumida,-15.180413,11.803749
aetina_tumida,15.827659,-0.228021
aetina_tumida,21.758664,-4.038333
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.097375,38.4485472222222
aetina_tumida,16.097375,38.4485472222222
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.9751361111111,38.3621361111111
aetina_tumida,15.9751361111111,38.3621361111111
aetina_tumida,15.9751361111111,38.3621361111111
aetina_tumida,15.9974694444444,38.3034083333333
aetina_tumida,15.9974694444444,38.3034083333333
aetina_tumida,15.9974694444444,38.3034083333333
aetina_tumida,15.9974694444444,38.3034083333333
aetina_tumida,15.9974694444444,38.3034083333333
aetina_tumida,15.9974694444444,38.3034083333333
aetina_tumida,15.9974694444444,38.3034083333333
aetina_tumida,15.9974694444444,38.3028694444444
aetina_tumida,15.9974694444444,38.3028694444444
aetina_tumida,15.9974694444444,38.3028694444444
aetina_tumida,15.9974694444444,38.3028694444444
aetina_tumida,15.9974694444444,38.3028694444444
aetina_tumida,15.9974694444444,38.3028694444444
aetina_tumida,15.9974694444444,38.3028694444444
aetina_tumida,15.9792666666667,38.2955972222222
aetina_tumida,15.9792722222222,38.2950583333333
aetina_tumida,15.9792722222222,38.2950583333333
aetina_tumida,15.9792722222222,38.2950583333333
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.9689833333333,38.409725
aetina_tumida,15.9689833333333,38.409725
aetina_tumida,15.9689833333333,38.409725
aetina_tumida,15.9689833333333,38.409725
aetina_tumida,15.9689638888889,38.4102972222222
aetina_tumida,15.9689638888889,38.4102972222222
aetina_tumida,15.9689638888889,38.4102972222222
aetina_tumida,15.9689638888889,38.4102972222222
aetina_tumida,15.9689638888889,38.4102972222222
aetina_tumida,15.9974666666667,38.30395
aetina_tumida,15.9974666666667,38.30395
aetina_tumida,15.9974666666667,38.30395
aetina_tumida,15.9974666666667,38.30395
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8950722222222,38.4258222222222
aetina_tumida,15.8950722222222,38.4258222222222
aetina_tumida,15.8950722222222,38.4258222222222
aetina_tumida,15.8950722222222,38.4258222222222
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8950277777778,38.4256111111111
aetina_tumida,15.8950277777778,38.4256111111111
aetina_tumida,15.8950277777778,38.4256111111111
aetina_tumida,15.8950277777778,38.4256111111111
aetina_tumida,15.8950277777778,38.4256111111111
aetina_tumida,15.8950277777778,38.4256111111111
aetina_tumida,15.8950277777778,38.4256111111111
aetina_tumida,15.8950277777778,38.4256111111111
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.9694444444444,38.4094444444444
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9789333333333,38.2945166666667
aetina_tumida,15.9981555555556,38.3028694444444
aetina_tumida,15.9981555555556,38.3028694444444
aetina_tumida,15.9981555555556,38.3028694444444
aetina_tumida,15.9981555555556,38.3028694444444
aetina_tumida,15.9981555555556,38.3028694444444
aetina_tumida,15.9981555555556,38.3028694444444
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,16.0769916666667,38.4060861111111
aetina_tumida,16.0769916666667,38.4060861111111
aetina_tumida,16.0769916666667,38.4060861111111
aetina_tumida,16.0769916666667,38.4060861111111
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.979275,38.2940472222222
aetina_tumida,15.9744666666667,38.2434361111111
aetina_tumida,15.9744666666667,38.2434361111111
aetina_tumida,15.9744666666667,38.2434361111111
aetina_tumida,15.9744666666667,38.2434361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9784138888889,38.4881916666667
aetina_tumida,15.9784138888889,38.4881916666667
aetina_tumida,15.9784138888889,38.4881916666667
aetina_tumida,15.9784138888889,38.4881916666667
aetina_tumida,15.9784138888889,38.4881916666667
aetina_tumida,15.9784138888889,38.4881916666667
aetina_tumida,15.9784138888889,38.4881916666667
aetina_tumida,15.7454694444444,38.100525
aetina_tumida,15.7454694444444,38.100525
aetina_tumida,15.7454694444444,38.100525
aetina_tumida,15.7454694444444,38.100525
aetina_tumida,15.7454694444444,38.100525
aetina_tumida,15.7454694444444,38.100525
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9357777777778,38.5540361111111
aetina_tumida,15.9799583333333,38.2945166666667
aetina_tumida,15.9799583333333,38.2945166666667
aetina_tumida,15.9799583333333,38.2945166666667
aetina_tumida,15.9782444444444,38.4877916666667
aetina_tumida,15.9782444444444,38.4877916666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.0595888888889,38.5132666666667
aetina_tumida,16.097375,38.4485472222222
aetina_tumida,16.097375,38.4485472222222
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.1787388888889,38.498475
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.177025,38.4635361111111
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,16.1069861111111,38.5288305555556
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,16.2213055555556,39.1351194444444
aetina_tumida,16.2213055555556,39.1351194444444
aetina_tumida,16.2561472222222,39.2889638888889
aetina_tumida,16.22195,39.1356555555556
aetina_tumida,16.22195,39.1356555555556
aetina_tumida,16.261825,39.1243333333333
aetina_tumida,16.261825,39.1243333333333
aetina_tumida,16.2480944444444,39.1678638888889
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9799583333333,38.2950583333333
aetina_tumida,15.9799583333333,38.2950583333333
aetina_tumida,15.9799583333333,38.2950583333333
aetina_tumida,15.9799583333333,38.2950583333333
aetina_tumida,15.9799583333333,38.2950583333333
aetina_tumida,15.9799583333333,38.2950583333333
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9796583333333,38.2933833333333
aetina_tumida,15.9690555555556,38.40975
aetina_tumida,15.9690555555556,38.40975
aetina_tumida,15.9690555555556,38.40975
aetina_tumida,15.9690555555556,38.40975
aetina_tumida,15.9690555555556,38.40975
aetina_tumida,15.9690555555556,38.40975
aetina_tumida,15.9690555555556,38.40975
aetina_tumida,15.9690555555556,38.40975
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.9799583333333,38.2939777777778
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.979275,38.2945166666667
aetina_tumida,15.9336166666667,38.3737777777778
aetina_tumida,15.9336166666667,38.3737777777778
aetina_tumida,15.9336166666667,38.3737777777778
aetina_tumida,15.9336166666667,38.3737777777778
aetina_tumida,15.9336166666667,38.3737777777778
aetina_tumida,15.9336166666667,38.3737777777778
aetina_tumida,15.9336166666667,38.3737777777778
aetina_tumida,15.9748083333333,38.2430666666667
aetina_tumida,15.9748083333333,38.2430666666667
aetina_tumida,15.9748083333333,38.2430666666667
aetina_tumida,15.9748083333333,38.2430666666667
aetina_tumida,15.9748083333333,38.2430666666667
aetina_tumida,15.9748083333333,38.2430666666667
aetina_tumida,15.9748083333333,38.2430666666667
aetina_tumida,15.9748083333333,38.2430666666667
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.8949,38.4256888888889
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9799583333333,38.2950555555556
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.9373027777778,38.4835611111111
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8947277777778,38.4256888888889
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.9986111111111,38.3027777777778
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,15.8949,38.4258222222222
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165583333333
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0946722222222,38.4165916666667
aetina_tumida,16.0682444444444,38.4006972222222
aetina_tumida,16.0682444444444,38.4006972222222
aetina_tumida,16.0682444444444,38.4006972222222
aetina_tumida,16.0682444444444,38.4006972222222
aetina_tumida,16.0682444444444,38.4006972222222
