Predictor variable,Categorical,Sample average
bioclim_13,false,171.06467013888889
bioclim_14,false,37.825954861111114
bioclim_15,false,46.57769097222222
bioclim_18,false,308.5598958333333
bioclim_19,false,213.42534722222223
bioclim_5,false,302.63758680555554
bioclim_6,false,40.94140625
